cat/real,regression bin width,MAE
1,0.25,1.645337244
1,0.5,1.664685924
1,1,1.669699518
1,2,1.670933351
1,8,1.671317352
1,4,1.671240611
2,0.1,1.534918253
2,0.25,1.645337244
2,0.5,1.664685924
2,1,1.669699518
2,2,1.670933351
2,4,1.671240611
2,8,1.671317352
4,0.1,1.534918253
4,0.5,1.664685924
4,0.25,1.645337244
4,1,1.669699518
4,2,1.670933351
4,4,1.671240611
4,8,1.671317352
10,0.1,1.534918253
10,0.5,1.664685924
10,0.25,1.645337244
10,1,1.669699518
10,2,1.670933351
10,4,1.671240611
10,8,1.671317352
0.1,0.1,1.539267887
0.1,0.25,1.627977125
0.1,0.5,1.638737991
0.1,1,1.641032397
0.1,2,1.64158833
0.1,4,1.641726365
0.1,8,1.641760817
0.25,0.1,1.537587442
0.25,0.25,1.637178067
0.25,0.5,1.651149673
0.25,1,1.654412159
0.25,2,1.655210995
0.25,4,1.655409539
0.25,8,1.655459104
0.5,0.1,1.537875324
0.5,0.25,1.648410745
0.5,0.5,1.668243767
0.5,1,1.673260251
0.5,2,1.674483597
0.5,8,1.674863384
0.5,4,1.674787522
1,0.1,1.537875322
1,0.25,1.648544085
1,0.5,1.668660405
1,1,1.673789756
1,2,1.675044028
1,4,1.675355848
1,8,1.675433693
2,0.1,1.537875322
2,0.25,1.648544085
2,0.5,1.668660405
2,1,1.673789756
2,2,1.675044028
2,4,1.675355848
2,8,1.675433693
4,0.25,1.648544085
4,0.1,1.537875322
4,0.5,1.668660405
4,1,1.673789756
4,2,1.675044028
4,8,1.675433693
4,4,1.675355848
10,0.1,1.537875322
10,0.25,1.648544085
10,0.5,1.668660405
10,1,1.673789756
10,2,1.675044028
10,4,1.675355848
10,8,1.675433693
0.1,0.1,1.547229807
0.1,0.25,1.637009233
0.1,1,1.650727985
0.1,0.5,1.64795087
0.1,2,1.651401342
0.1,4,1.651568526
0.1,8,1.651610253
0.25,0.1,1.547403616
0.25,0.25,1.654011233
0.25,0.5,1.669417724
0.25,1,1.672778393
0.25,2,1.673591931
0.25,4,1.673793768
0.25,8,1.673844132
0.5,0.1,1.547659607
0.5,0.25,1.664576462
0.5,0.5,1.686012854
0.5,1,1.691401706
0.5,2,1.692718379
0.5,4,1.693045647
0.5,8,1.693127345
1,0.1,1.547659608
1,0.25,1.665005321
1,0.5,1.68742677
1,1,1.693216082
1,2,1.694642878
1,4,1.694998281
2,0.25,1.665005321
1,8,1.695087051
2,0.5,1.68742677
2,0.1,1.547659608
2,1,1.693216082
2,2,1.694642878
2,4,1.694998281
2,8,1.695087051
4,0.1,1.547659608
4,0.25,1.665005321
4,0.5,1.68742677
4,1,1.693216082
4,2,1.694642878
4,4,1.694998281
4,8,1.695087051
10,0.1,1.547659608
10,0.25,1.665005321
10,0.5,1.68742677
10,1,1.693216082
10,2,1.694642878
10,4,1.694998281
10,8,1.695087051
0.1,0.1,1.556330902
0.1,0.25,1.650370635
0.1,0.5,1.662669742
0.1,1,1.665846494
0.1,2,1.666619289
0.1,4,1.666811296
0.1,8,1.666859225
0.25,0.1,1.557089145
0.25,0.25,1.668386899
0.25,0.5,1.684067148
0.25,2,1.688774392
0.25,1,1.687839758
0.5,0.1,1.557385438
0.25,8,1.68906423
0.25,4,1.689006346
0.5,0.25,1.679486764
0.5,0.5,1.701950461
0.5,1,1.707510666
0.5,4,1.709199083
0.5,2,1.708863271
0.5,8,1.70928289
1,0.1,1.557385436
1,0.25,1.679884902
1,1,1.709155144
1,0.5,1.703243042
1,2,1.710603293
1,4,1.710963431
1,8,1.711053346
2,0.1,1.557385436
2,0.25,1.679884902
2,0.5,1.703243042
2,1,1.709155144
2,2,1.710603293
2,8,1.711053346
2,4,1.710963431
4,0.1,1.557385436
4,0.25,1.679884902
4,0.5,1.703243042
4,1,1.709155144
4,2,1.710603293
4,4,1.710963431
10,0.1,1.557385436
10,0.25,1.679884902
4,8,1.711053346
10,0.5,1.703243042
10,2,1.710603293
10,1,1.709155144
10,4,1.710963431
10,8,1.711053346
0.1,0.1,1.558622098
0.1,0.25,1.654241015
0.1,0.5,1.667652545
0.1,1,1.671052411
0.1,2,1.671885749
0.1,4,1.672093197
0.25,0.25,1.673858986
0.1,8,1.672145005
0.25,0.1,1.561518335
0.25,0.5,1.689812196
0.25,1,1.6937645
0.25,2,1.694725751
0.25,4,1.694964513
0.25,8,1.695024108
0.5,0.1,1.561819393
0.5,0.25,1.684804538
0.5,1,1.713037865
0.5,0.5,1.707489647
0.5,2,1.714383356
0.5,4,1.714717116
0.5,8,1.714800393
1,0.1,1.561819394
1,0.25,1.685193407
1,0.5,1.70879965
1,1,1.714707
1,2,1.716149155
1,4,1.716507463
1,8,1.716596899
2,0.1,1.561819394
2,0.25,1.685193407
2,1,1.714707
2,0.5,1.70879965
2,2,1.716149155
2,4,1.716507463
4,0.1,1.561819394
2,8,1.716596899
4,0.25,1.685193407
4,0.5,1.70879965
4,2,1.716149155
4,1,1.714707
4,4,1.716507463
4,8,1.716596899
10,0.1,1.561819394
10,0.25,1.685193407
10,0.5,1.70879965
10,1,1.714707
10,2,1.716149155
10,4,1.716507463
0.1,0.1,1.565662408
10,8,1.716596899
0.1,0.25,1.663870648
0.1,0.5,1.678174142
0.1,1,1.681715284
0.1,2,1.682587788
0.1,4,1.682805262
0.1,8,1.682859591
0.25,0.25,1.685535255
0.25,0.5,1.702427826
0.25,0.1,1.569485952
0.25,1,1.706779672
0.25,8,1.708179344
0.25,2,1.707847475
0.25,4,1.708113039
0.5,0.1,1.569736145
0.5,0.25,1.695852299
0.5,0.5,1.71836609
0.5,1,1.723678848
0.5,2,1.724952151
0.5,4,1.725267043
0.5,8,1.725345552
1,0.1,1.569736149
1,0.25,1.696343197
1,0.5,1.719995675
1,1,1.725734415
1,2,1.727120395
1,4,1.727463762
1,8,1.727549407
2,0.1,1.569736149
2,0.25,1.696343197
2,0.5,1.719995675
2,2,1.727120395
2,1,1.725734415
2,4,1.727463762
2,8,1.727549407
4,0.1,1.569736149
4,0.25,1.696343197
4,0.5,1.719995675
4,1,1.725734415
4,2,1.727120395
4,4,1.727463762
4,8,1.727549407
10,0.1,1.569736149
10,0.25,1.696343197
10,0.5,1.719995675
10,1,1.725734415
10,2,1.727120395
10,4,1.727463762
10,8,1.727549407
0.1,0.1,1.56381713
0.1,0.25,1.662184282
0.1,0.5,1.67666179
0.1,1,1.680181519
0.1,2,1.681045209
0.1,8,1.68131396
0.1,4,1.681260252
0.25,0.1,1.568286894
0.25,0.25,1.683673799
0.25,0.5,1.700085312
0.25,1,1.704104321
0.25,2,1.705081491
0.25,4,1.70532416
0.25,8,1.705384727
0.5,0.5,1.715569186
0.5,0.1,1.568481623
0.5,0.25,1.693793881
0.5,1,1.720665132
0.5,4,1.72218372
0.5,2,1.721882811
0.5,8,1.722258728
1,0.1,1.568481627
1,0.25,1.694529674
1,0.5,1.718076106
1,1,1.723840772
1,2,1.725235677
1,4,1.725581396
2,0.1,1.568481627
1,8,1.725667636
2,0.25,1.694529674
2,0.5,1.718076106
2,1,1.723840772
2,2,1.725235677
2,4,1.725581396
4,0.1,1.568481627
2,8,1.725667636
4,0.25,1.694529674
4,0.5,1.718076106
4,2,1.725235677
4,1,1.723840772
4,4,1.725581396
4,8,1.725667636
10,0.1,1.568481627
10,0.25,1.694529674
10,0.5,1.718076106
10,1,1.723840772
10,4,1.725581396
10,8,1.725667636
10,2,1.725235677
0.1,0.25,1.668500695
0.1,0.1,1.567169359
0.1,0.5,1.683781707
0.1,1,1.687481358
0.1,2,1.688391315
0.1,4,1.688617998
0.25,0.1,1.57073624
0.1,8,1.68867462
0.25,0.25,1.686574997
0.25,0.5,1.702992846
0.25,1,1.70695567
0.25,2,1.707915912
0.25,8,1.708213607
0.25,4,1.708154158
0.5,0.1,1.570971941
0.5,0.5,1.71934039
0.5,0.25,1.697035555
0.5,1,1.724463995
0.5,2,1.725684348
0.5,4,1.725985685
0.5,8,1.726060785
1,0.1,1.570971943
1,0.25,1.697883377
1,0.5,1.722426303
1,1,1.728417919
1,2,1.7298695
1,4,1.730229369
1,8,1.730319146
2,0.1,1.570971943
2,0.25,1.697883377
2,0.5,1.722426303
2,1,1.728417919
2,2,1.7298695
2,4,1.730229369
2,8,1.730319146
4,0.1,1.570971943
4,0.25,1.697883377
4,0.5,1.722426303
4,2,1.7298695
4,1,1.728417919
4,4,1.730229369
4,8,1.730319146
10,0.25,1.697883377
10,0.5,1.722426303
10,0.1,1.570971943
10,1,1.728417919
10,4,1.730229369
10,2,1.7298695
10,8,1.730319146
0.1,0.1,1.571148477
0.1,0.25,1.672721653
0.1,0.5,1.687914503
0.1,1,1.691525927
0.1,2,1.692409848
0.1,4,1.692629766
0.1,8,1.692684681
0.25,0.1,1.574769325
0.25,0.25,1.690898592
0.25,0.5,1.70658482
0.25,1,1.710219655
0.25,2,1.711087818
0.25,4,1.711302433
0.25,8,1.711355937
0.5,0.1,1.575044069
0.5,0.25,1.702754408
0.5,0.5,1.72515218
0.5,1,1.730178149
0.5,2,1.731367078
0.5,8,1.731733139
0.5,4,1.731660135
1,0.1,1.575044074
1,0.25,1.703865707
1,0.5,1.729275118
1,1,1.73549008
1,4,1.737371385
1,2,1.736997565
2,0.1,1.575044074
1,8,1.737464648
2,0.25,1.703865707
2,0.5,1.729275118
2,1,1.73549008
2,2,1.736997565
2,4,1.737371385
2,8,1.737464648
4,0.1,1.575044074
4,0.25,1.703865707
4,0.5,1.729275118
4,1,1.73549008
4,2,1.736997565
4,4,1.737371385
4,8,1.737464648
10,0.1,1.575044074
10,0.25,1.703865707
10,1,1.73549008
10,0.5,1.729275118
10,2,1.736997565
10,4,1.737371385
10,8,1.737464648
0.1,0.1,1.5740768
0.1,0.25,1.679151545
0.1,0.5,1.694651404
0.1,1,1.698307227
0.1,2,1.69919979
0.1,4,1.699421709
0.1,8,1.699477114
0.25,0.1,1.578473952
0.25,0.25,1.696165485
0.25,1,1.71576807
0.25,0.5,1.712075641
0.25,2,1.716652268
0.25,4,1.716870986
0.25,8,1.716925521
0.5,0.25,1.708861247
0.5,0.1,1.578786924
0.5,0.5,1.7318513
0.5,1,1.737051345
0.5,2,1.738285981
0.5,4,1.738590616
0.5,8,1.738666525
1,0.1,1.578786927
1,0.25,1.709982623
1,0.5,1.736211047
1,1,1.742706145
1,2,1.744287829
1,4,1.744680434
2,0.1,1.578786927
1,8,1.744778406
2,0.25,1.709982623
2,0.5,1.736211047
2,1,1.742706145
2,2,1.744287829
2,4,1.744680434
2,8,1.744778406
4,0.1,1.578786927
4,0.25,1.709982623
4,0.5,1.736211047
4,1,1.742706145
4,2,1.744287829
4,4,1.744680434
10,0.1,1.578786927
4,8,1.744778406
10,0.25,1.709982623
10,0.5,1.736211047
10,1,1.742706145
10,2,1.744287829
10,4,1.744680434
10,8,1.744778406
0.1,0.1,1.642600319
0.1,0.25,1.801528683
0.1,0.5,1.82763225
0.1,1,1.833367907
0.1,2,1.834747215
0.1,4,1.835088834
0.1,8,1.835174041
0.25,0.1,1.656122944
0.25,0.5,1.856184845
0.25,0.25,1.828659052
0.25,1,1.86251487
0.25,2,1.864227749
0.25,4,1.86465021
0.25,8,1.864755467
0.5,0.1,1.656842342
0.5,0.25,1.858836909
0.5,0.5,1.906023518
0.5,1,1.917592901
0.5,2,1.920584951
0.5,4,1.921323357
0.5,8,1.92150735
1,0.1,1.656842345
1,0.25,1.863451491
1,0.5,1.929069792
1,1,1.94938396
1,4,1.955613729
1,2,1.954380148
1,8,1.955921067
2,0.1,1.656842345
2,0.5,1.929069792
2,0.25,1.863451491
2,1,1.94938396
2,2,1.954380148
2,4,1.955613729
2,8,1.955921067
4,0.1,1.656842345
4,0.25,1.863451491
4,0.5,1.929069792
4,1,1.94938396
4,2,1.954380148
4,8,1.955921067
4,4,1.955613729
10,0.1,1.656842345
10,0.5,1.929069792
10,0.25,1.863451491
10,1,1.94938396
10,2,1.954380148
10,4,1.955613729
10,8,1.955921067
0.1,0.1,1.660420202
0.1,0.25,1.838245598
0.1,0.5,1.874831679
0.1,1,1.884360629
0.1,2,1.886715334
0.1,4,1.887299474
0.1,8,1.887445222
0.25,0.1,1.657675029
0.25,0.25,1.82911355
0.25,1,1.873736205
0.25,0.5,1.863917378
0.25,2,1.876102422
0.25,4,1.876688518
0.25,8,1.876834701
0.5,0.1,1.65890826
0.5,0.25,1.873476628
0.5,0.5,1.938370583
0.5,1,1.956844032
0.5,2,1.961331428
0.5,4,1.962439152
0.5,8,1.962715183
1,0.1,1.658908279
1,0.25,1.883843816
1,1,2.02925417
1,0.5,1.989439689
1,2,2.039259389
1,4,2.041732894
1,8,2.042349332
2,0.1,1.658908279
2,0.25,1.883845885
2,0.5,1.990075387
2,1,2.030896675
2,2,2.041243351
2,4,2.043806607
2,8,2.044445728
4,0.25,1.883845885
4,0.1,1.658908279
4,0.5,1.990075387
4,1,2.030896675
4,2,2.041243351
4,4,2.043806607
4,8,2.044445728
10,0.25,1.883845885
10,0.1,1.658908279
10,0.5,1.990075387
10,1,2.030896675
10,2,2.041243351
10,8,2.044445728
10,4,2.043806607
0.1,0.1,1.666940676
0.1,0.25,1.873194761
0.1,0.5,1.930337375
0.1,1,1.946436265
0.1,2,1.950475048
0.1,4,1.951485292
0.1,8,1.951737738
0.25,0.1,1.657813135
0.25,2,1.936719667
0.25,0.25,1.844390405
0.25,0.5,1.909030947
0.25,1,1.93101758
0.25,4,1.938154042
0.25,8,1.93851282
0.5,0.1,1.65892117
0.5,0.25,1.869942156
0.5,0.5,1.93130743
0.5,1,1.947864489
0.5,2,1.951914951
0.5,4,1.952921179
0.5,8,1.953170962
1,0.1,1.658921212
1,0.25,1.88591704
1,0.5,2.013786549
1,2,2.071123007
1,4,2.07352729
1,1,2.060924253
1,8,2.074126411
2,0.1,1.658921212
2,0.25,1.885927475
2,0.5,2.019338885
2,1,2.084388339
2,2,2.09298196
2,4,2.090874095
2,8,2.089991634
4,0.1,1.658921212
4,0.25,1.885927475
4,0.5,2.019344738
4,1,2.088492558
4,2,2.108070871
4,4,2.099081175
10,0.1,1.658921212
4,8,2.092303161
10,0.25,1.885927475
10,0.5,2.019344738
10,1,2.088501866
10,2,2.112439233
10,4,2.117238864
10,8,2.10524577
0.1,0.25,1.89647261
0.1,0.1,1.668472136
0.1,0.5,1.981287223
0.1,1,2.008225559
0.1,2,2.015188207
0.1,4,2.01695669
0.1,8,2.017431909
0.25,0.1,1.657847845
0.25,0.5,1.947335977
0.25,0.25,1.855136588
0.25,1,1.983632213
0.25,2,1.993635175
0.25,4,1.99648093
0.25,8,1.997193154
0.5,0.1,1.65892117
0.5,0.25,1.868469205
0.5,0.5,1.940050463
0.5,1,1.979491655
0.5,2,1.993739345
0.5,4,1.997567793
0.5,8,1.998531969
1,0.1,1.658921212
1,0.25,1.885886397
1,0.5,2.001364213
1,1,2.025024171
1,2,2.039565187
1,4,2.044268892
1,8,2.045467054
2,0.1,1.658921212
2,0.25,1.88591166
2,0.5,2.016729953
2,1,2.062463611
2,2,2.054721426
2,4,2.053058972
2,8,2.052469802
4,0.1,1.658921212
4,0.25,1.88591166
4,0.5,2.016760893
4,1,2.081382134
4,2,2.088541856
4,4,2.062388377
10,0.1,1.658921212
4,8,2.055158216
10,0.25,1.88591166
10,0.5,2.016760893
10,1,2.081430465
10,2,2.111011289
10,4,2.111401031
10,8,2.070851002
0.1,0.1,1.668866058
0.1,0.5,2.043364555
0.1,0.25,1.915668239
0.1,1,2.096049692
0.1,2,2.109950868
0.1,4,2.113457153
0.1,8,2.114335404
0.25,0.25,1.862630489
0.25,0.1,1.657851168
0.25,0.5,1.99495462
0.25,1,2.064088949
0.25,2,2.083546367
0.25,4,2.088483688
0.25,8,2.089722037
0.5,0.1,1.65892117
0.5,0.25,1.867667535
0.5,0.5,1.960336208
0.5,1,2.044159876
0.5,2,2.072412893
0.5,4,2.079770632
0.5,8,2.081624225
1,0.1,1.658921212
1,0.25,1.885881996
1,0.5,1.996696715
1,1,2.040789643
1,4,2.096796198
1,2,2.083159908
1,8,2.100321953
2,0.1,1.658921212
2,0.25,1.88591166
2,0.5,2.01671912
2,1,2.057440488
2,2,2.075211404
2,4,2.093834905
2,8,2.101140777
4,0.1,1.658921212
4,0.25,1.88591166
4,0.5,2.016760893
4,1,2.081358078
4,2,2.082614402
4,4,2.08660601
4,8,2.096829872
10,0.1,1.658921212
10,0.25,1.88591166
10,0.5,2.016760893
10,1,2.081430465
10,2,2.111010979
10,4,2.107581375
10,8,2.090511326
0.1,0.25,1.922464433
0.1,0.1,1.668909164
0.1,0.5,2.085436927
0.1,2,2.180192321
0.1,1,2.160035839
0.1,4,2.185290687
0.1,8,2.186568415
0.25,0.1,1.657851478
0.25,0.25,1.866171091
0.25,0.5,2.033550791
0.25,1,2.132118608
0.25,2,2.16082478
0.25,4,2.168162246
0.25,8,2.170002912
0.5,0.1,1.65892117
0.5,0.25,1.867421265
0.5,0.5,1.980477142
0.5,1,2.108736944
0.5,2,2.153518668
0.5,4,2.165502767
0.5,8,2.168521413
1,0.1,1.658921212
1,0.25,1.885880767
1,0.5,1.994221437
1,1,2.072987949
1,2,2.146976884
1,4,2.170462224
1,8,2.176670624
2,0.1,1.658921212
2,0.5,2.016713571
2,0.25,1.88591166
2,1,2.056080112
2,2,2.110355019
2,4,2.158124811
2,8,2.173247181
4,0.1,1.658921212
4,0.25,1.88591166
4,0.5,2.016760893
4,1,2.081341528
4,2,2.084262609
4,4,2.125606618
4,8,2.162633646
10,0.1,1.658921212
10,0.25,1.88591166
10,0.5,2.016760893
10,1,2.081430465
10,2,2.111010741
10,4,2.104743295
10,8,2.120968621
0.1,0.1,1.668908133
0.1,0.25,1.92058911
0.1,0.5,2.092282589
0.1,1,2.176237546
0.1,2,2.198692613
0.1,4,2.204331822
0.1,8,2.205741045
0.25,0.1,1.657851469
0.25,0.25,1.865431461
0.25,0.5,2.044521611
0.25,1,2.157557725
0.25,2,2.189004432
0.25,4,2.196896667
0.25,8,2.198911608
0.5,0.1,1.65892117
0.5,0.25,1.867069268
0.5,0.5,1.985220114
0.5,1,2.13248279
0.5,2,2.183545052
0.5,4,2.197123592
0.5,8,2.200560474
1,0.1,1.658921212
1,0.25,1.885880425
1,0.5,1.991433551
1,1,2.082898603
1,2,2.173379429
1,4,2.200428372
1,8,2.207241502
2,0.1,1.658921212
2,0.25,1.88591166
2,0.5,2.016710296
2,1,2.053655959
2,2,2.128268553
2,4,2.187248529
2,8,2.20390552
4,0.1,1.658921212
4,0.25,1.88591166
4,0.5,2.016760893
4,1,2.081328197
4,2,2.085906412
4,4,2.146907049
4,8,2.192680592
10,0.1,1.658921212
10,0.25,1.88591166
10,0.5,2.016760893
10,1,2.081430465
10,2,2.11101053
10,4,2.101835527
10,8,2.136079973
0.1,0.1,1.668908138
0.1,0.25,1.920777111
0.1,0.5,2.108583931
0.1,1,2.221489477
0.1,2,2.255933436
0.1,4,2.264786898
0.1,8,2.267005243
0.25,0.1,1.657851469
0.25,0.25,1.865272271
0.25,1,2.201646884
0.25,0.5,2.056021295
0.25,2,2.249138128
0.25,4,2.261409455
0.25,8,2.264485974
0.5,0.1,1.65892117
0.5,0.25,1.866942987
0.5,0.5,1.988831326
0.5,1,2.170110126
0.5,2,2.242581506
0.5,4,2.261780027
0.5,8,2.266597594
1,0.25,1.885880333
1,0.1,1.658921212
1,0.5,1.989375896
1,1,2.10123222
1,2,2.223477776
1,4,2.259765367
1,8,2.268921621
2,0.1,1.658921212
2,0.25,1.88591166
2,0.5,2.016708513
2,1,2.052846952
2,2,2.159931305
2,4,2.242690902
2,8,2.264655194
4,0.25,1.88591166
4,0.1,1.658921212
4,0.5,2.016760893
4,2,2.090349712
4,1,2.081318372
4,4,2.187542792
4,8,2.250362814
10,0.1,1.658921212
10,0.25,1.88591166
10,0.5,2.016760893
10,1,2.081430465
10,2,2.111010359
10,4,2.100044024
10,8,2.168087198
0.1,0.1,1.668908142
0.1,0.25,1.920997349
0.1,0.5,2.122311282
0.1,1,2.259806139
0.1,4,2.312561623
0.1,2,2.301860126
0.1,8,2.315245386
0.25,0.1,1.657851469
0.25,0.25,1.865360592
0.25,0.5,2.063824409
0.25,1,2.238923156
0.25,2,2.295800971
0.25,4,2.310314255
0.25,8,2.313953399
0.5,0.1,1.65892117
0.5,0.25,1.866911744
0.5,0.5,1.989770787
0.5,2,2.285121649
0.5,1,2.200434094
0.5,4,2.307212924
0.5,8,2.312748038
1,0.1,1.658921212
1,0.25,1.885880324
1,0.5,1.988269536
1,1,2.116473092
1,2,2.260888529
1,4,2.301752903
1,8,2.31205974
2,0.25,1.88591166
2,0.1,1.658921212
4,0.25,1.88591166
4,4,2.223024518
2,4,2.283111625
2,2,2.18955279
2,8,2.30737897
4,0.1,1.658921212
2,0.5,2.016707891
4,1,2.081311912
2,1,2.051743705
10,0.25,1.88591166
10,0.1,1.658921212
10,4,2.098807016
4,0.5,2.016760893
4,2,2.092150054
4,8,2.292008993
10,0.5,2.016760893
10,1,2.081430465
10,2,2.111010217
10,8,2.201636076
